!RNX Dual-Polarized Feed Calibration Data
!Created: 20250709T114702ZZ
!Operator: SYSTEM
!Equipment:
!  Signal_Generator: DEFAULT_SG_SN:SN00000
!  Spectrum_Analyzer: DEFAULT_SA_SN:SN00000
!  Antenna: DEFAULT_ANT_SN:SN00000
!Environment: 25.0C, 50.0%RH
!Frequency:
!  Start: 8 GHz
!  Stop: 40 GHz
!  Step: 0.01 GHz
!  Points: 3201
!Data Columns:
!  1: Frequency(GHz)
!  2: X_Theta(dB)
!  3: X_Phi(dB)
!  4: Ku_Theta(dB)
!  5: Ku_Phi(dB)
!  6: K_Theta(dB)
!  7: K_Phi(dB)
!  8: Ka_Theta(dB)
!  9: Ka_Phi(dB)
Frequency(GHz),X_Theta,X_Phi,Ku_Theta,Ku_Phi,K_Theta,K_Phi,Ka_Theta,Ka_Phi
22.970,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
22.980,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
22.990,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
23.000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
23.010,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
23.020,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
23.030,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
23.040,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
23.050,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
23.060,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
23.070,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
23.080,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
23.090,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
23.100,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
23.110,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
23.120,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
23.130,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
23.140,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
23.150,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
23.160,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
23.170,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
23.180,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
23.190,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
23.200,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
23.210,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
23.220,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
23.230,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
23.240,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
23.250,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
23.260,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
23.270,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
23.280,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
23.290,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
23.300,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
23.310,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
23.320,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
23.330,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
23.340,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
23.350,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
23.360,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
23.370,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
23.380,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
23.390,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
23.400,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
23.410,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
23.420,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
23.430,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
23.440,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
23.450,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
23.460,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
23.470,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
23.480,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
23.490,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
23.500,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
23.510,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
23.520,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
23.530,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
23.540,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
23.550,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
23.560,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
23.570,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
23.580,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
23.590,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
23.600,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
23.610,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
23.620,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
23.630,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
23.640,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
23.650,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
23.660,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
23.670,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
23.680,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
23.690,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
23.700,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
23.710,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
23.720,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
23.730,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
23.740,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
23.750,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
23.760,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
23.770,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
23.780,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
23.790,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
23.800,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
23.810,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
23.820,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
23.830,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
23.840,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
23.850,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
23.860,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
23.870,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
23.880,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
23.890,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
23.900,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
23.910,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
23.920,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
23.930,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
23.940,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
23.950,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
23.960,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
23.970,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
23.980,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
23.990,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
24.000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
24.010,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
24.020,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
24.030,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
24.040,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
24.050,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
24.060,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
24.070,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
24.080,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
24.090,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
24.100,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
24.110,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
24.120,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
24.130,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
24.140,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
24.150,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
24.160,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
24.170,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
24.180,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
24.190,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
24.200,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
24.210,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
24.220,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
24.230,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
24.240,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
24.250,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
24.260,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
24.270,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
24.280,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
24.290,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
24.300,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
24.310,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
24.320,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
24.330,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
24.340,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
24.350,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
24.360,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
24.370,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
24.380,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
24.390,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
24.400,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
24.410,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
24.420,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
24.430,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
24.440,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
24.450,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
24.460,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
24.470,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
24.480,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
24.490,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
24.500,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
24.510,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
24.520,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
24.530,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
24.540,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
24.550,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
24.560,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
24.570,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
24.580,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
24.590,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
24.600,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
24.610,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
24.620,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
24.630,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
24.640,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
24.650,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
24.660,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
24.670,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
24.680,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
24.690,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
24.700,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
24.710,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
24.720,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
24.730,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
24.740,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
24.750,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
24.760,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
24.770,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
24.780,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
24.790,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
24.800,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
24.810,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
24.820,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
24.830,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
24.840,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
24.850,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
24.860,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
24.870,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
24.880,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
24.890,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
24.900,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
24.910,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
24.920,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
24.930,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
24.940,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
24.950,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
24.960,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
24.970,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
24.980,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
24.990,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
25.000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
25.010,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
25.020,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
25.030,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
25.040,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
25.050,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
25.060,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
25.070,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
25.080,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
25.090,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
25.100,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
25.110,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
25.120,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
25.130,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
25.140,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
25.150,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
25.160,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
25.170,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
25.180,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
25.190,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
25.200,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
25.210,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
25.220,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
25.230,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
25.240,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
25.250,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
25.260,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
25.270,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
25.280,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
25.290,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
25.300,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
25.310,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
25.320,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
25.330,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
25.340,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
25.350,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
25.360,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
25.370,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
25.380,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
25.390,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
25.400,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
25.410,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
25.420,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
25.430,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
25.440,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
25.450,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
25.460,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
25.470,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
25.480,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
25.490,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
25.500,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
25.510,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
25.520,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
25.530,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
25.540,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
25.550,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
25.560,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
25.570,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
25.580,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
25.590,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
25.600,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
25.610,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
25.620,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
25.630,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
25.640,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
25.650,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
25.660,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
25.670,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
25.680,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
25.690,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
25.700,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
25.710,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
25.720,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
25.730,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
25.740,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
25.750,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
25.760,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
25.770,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
25.780,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
25.790,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
25.800,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
25.810,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
25.820,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
25.830,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
25.840,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
25.850,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
25.860,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
25.870,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
25.880,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
25.890,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
25.900,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
25.910,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
25.920,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
25.930,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
25.940,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
25.950,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
25.960,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
25.970,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
25.980,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
25.990,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
26.000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
26.010,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
26.020,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
26.030,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
26.040,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
26.050,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
26.060,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
26.070,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
26.080,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
26.090,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
26.100,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
26.110,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
26.120,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
26.130,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
26.140,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
26.150,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
26.160,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
26.170,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
26.180,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
26.190,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
26.200,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
26.210,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
26.220,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
26.230,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
26.240,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
26.250,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
26.260,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
26.270,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
26.280,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
26.290,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
26.300,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
26.310,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
26.320,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
26.330,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
26.340,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
26.350,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
26.360,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
26.370,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
26.380,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
26.390,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
26.400,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
26.410,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
26.420,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
26.430,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
26.440,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
26.450,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
26.460,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
26.470,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
26.480,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
26.490,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
26.500,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
26.510,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
26.520,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
26.530,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
26.540,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
26.550,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
26.560,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
26.570,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
26.580,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
26.590,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
26.600,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
26.610,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
26.620,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
26.630,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
26.640,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
26.650,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
26.660,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
26.670,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
26.680,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
26.690,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
26.700,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
26.710,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
26.720,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
26.730,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
